,id,main_code,statistics_main_code,name,advisor,trustee,operate_mode_id,operate_mode,underlying_asset_type_id,underlying_asset_type,invest_style_id,invest_style,start_date,end_date
0,1,000001,,华夏成长,华夏基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2001-12-18,
1,7,000011,,华夏大盘,华夏基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2004-08-11,
2,10,000017,,财通可持续混合,财通基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-03-27,
3,11,000020,,景顺品质,景顺长城基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-03-19,
4,12,000021,,华夏优势增长混合,华夏基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2006-11-24,
5,18,000030,,长城核心优选混合,长城基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-04-18,
6,19,000031,000031,华夏复兴混合,华夏基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2007-09-10,
7,22,000039,,农银高增长,农银汇理基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-03-26,
8,34,000056,,建信消费,建信基金管理有限责任公司,中国民生银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-06-14,
9,35,000057,,中银消费,中银基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-04-25,
10,36,000058,,国联安安泰灵活配置混合,国联安基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-04-23,
11,39,000061,,华夏盛世混合,华夏基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2009-12-11,
12,41,000063,,长盛电子信息,长盛基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-05-10,
13,43,000065,,国海焦点驱动,国海富兰克林基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-05-07,
14,44,000066,000066,诺安鸿鑫混合,诺安基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2019-06-18,
15,48,000072,,华安稳健回报混合,华安基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-05-14,
16,49,000073,000073,上投摩根成长动力混合,上投摩根基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-05-15,
17,53,000082,,嘉实研究阿尔法,嘉实基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2013-05-28,
18,54,000083,,汇添富消费行业混合,汇添富基金管理股份有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-05-03,
19,67,000117,,广发轮动,广发基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-05-28,
20,69,000120,,中银美丽中国,中银基金管理有限公司,中国民生银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-06-07,
21,72,000124,,华宝服务优选混合,华宝基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-06-27,
22,74,000126,000126,招商安润灵活配置混合,招商基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2019-05-14,
23,75,000127,,农银行业领先,农银汇理基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-06-25,
24,90,000165,,国投策略精选,国投瑞银基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-09-27,
25,91,000166,,中海信息产业精选混合,中海基金管理有限公司,上海浦东发展银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-07-31,
26,95,000172,000172,华泰柏瑞量化增强混合A,华泰柏瑞基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-08-02,
27,96,000173,000173,汇添富美丽30混合,汇添富基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-06-25,
28,108,000190,000190,中银新回报混合A,中银基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-09-10,
29,112,000195,000195,工银瑞信成长收益混合A,工银瑞信基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-06-26,
30,115,000199,,国泰量化策略收益,国泰基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-08-12,
31,122,000209,000209,信诚新兴A,中信保诚基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-07-17,
32,125,000214,,广发成长优选,广发基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-11,
33,126,000215,000215,广发趋势A,广发基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-09-11,
34,130,000220,000220,富国医保混合A,富国基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-08-07,
35,138,213006,213006,宝盈核心优势混合,宝盈基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2009-03-17,
36,144,000251,000251,工银金融地产混合A,工银瑞信基金管理有限公司,兴业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-08-26,
37,151,000263,000263,工银信息产业混合A,工银瑞信基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-11,
38,156,000270,,建信灵活配置混合,建信基金管理有限责任公司,中国民生银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-09-03,
39,158,000273,000273,华润安鑫A,华润元大基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-09-11,
40,169,000294,000294,华安生态优先混合,华安基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-28,
41,179,000308,,建信创新中国,建信基金管理有限责任公司,中信银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-09-24,
42,180,000309,,大摩品质生活,摩根士丹利华鑫基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2013-10-29,
43,184,000314,000314,招商瑞丰A,招商基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-06,
44,189,000326,,南方中小盘成长,南方基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2015-10-28,
45,190,000327,000327,南方潜力新蓝筹混合,南方基金管理股份有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2018-06-05,
46,191,000328,000328,上投摩根转型动力混合,上投摩根基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-25,
47,196,000336,,农银精选灵配,农银汇理基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-05,
48,198,000339,000339,长城医疗保健混合,长城基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-02-28,
49,205,000354,,长盛城镇化主题混合,长盛基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-12,
50,209,000362,000362,国泰聚信A,国泰基金管理有限公司,广发银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-17,
51,223,000390,,华商优势行业,华商基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-11,
52,228,000398,000398,华富灵活,华富基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-18,
53,231,000404,,易方达新兴成长,易方达基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-11-28,
54,234,000408,000408,民生城镇化A,民生加银基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-12,
55,235,000409,,鹏华环保产业,鹏华基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-03-07,
56,237,000411,,景顺优质成长,景顺长城基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-01-02,
57,239,000414,000414,嘉实绝对收益策略定期混合A,嘉实基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-06,
58,241,000417,,国联安新精选,国联安基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-04,
59,242,000418,,景顺成长之星,景顺长城基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2013-12-13,
60,245,000423,000423,前海事件驱动A,前海开源基金管理有限公司,上海银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-19,
61,248,000431,,鹏华品牌,鹏华基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-01-28,
62,249,000432,,中银优秀企业,中银基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-01-28,
63,250,000433,000433,安信鑫发优选A,安信基金管理有限责任公司,广发银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2013-12-31,
64,256,000452,000452,南方医药保健灵活配置混合,南方基金管理股份有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-01-23,
65,257,000457,000457,上投摩根核心成长股票,上投摩根基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-02-10,
66,259,000462,,农银主题,农银汇理基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2015-04-10,
67,266,000471,,富国城镇发展,富国基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-01-28,
68,269,000477,,广发主题领先,广发基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-07-31,
69,271,000480,,东方红新动力,上海东方证券资产管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-01-28,
70,277,000496,000496,长安产业精选混合A,长安基金管理有限公司,广发银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-07,
71,286,000513,000513,富国高端制造行业股票,富国基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-06-20,
72,288,000520,,上银新兴价值,上银基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-06,
73,290,000522,,华润元大信息,华润元大基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-31,
74,291,000523,000523,国投医疗保健A,国投瑞银基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-02-25,
75,292,000524,,上投摩根民生,上投摩根基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-03-14,
76,293,000526,000526,国泰浓益灵活A,国泰基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-04,
77,294,000527,000527,南方新优享A,南方基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-02-26,
78,296,000529,000529,广发竞争优势A,广发基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-12,
79,297,000530,000530,招商丰盛稳定A,招商基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-20,
80,298,000531,000531,东吴阿尔法混合,东吴基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-19,
81,299,000532,,景顺优势企业,景顺长城基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-19,
82,301,000534,,长盛高端装备,长盛基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-25,
83,304,000538,000538,诺安优势行业A,诺安基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-13,
84,307,000541,,华商创新成长,华商基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-18,
85,309,000545,,中邮核心竞争,中邮创业基金管理股份有限公司,兴业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-23,
86,311,000547,000547,建信健康民生混合,建信基金管理有限责任公司,中国光大银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-21,
87,313,000549,,华安大国新经济,华安基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-04-14,
88,314,000550,,广发新动力混合,广发基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-19,
89,315,000551,,信诚幸福消费,中信保诚基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-29,
90,317,000554,,中国梦灵活配置,南方基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-09,
91,318,000556,000556,国投新机遇A,国投瑞银基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-11,
92,323,000566,000566,华泰创新升级A,华泰柏瑞基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-06,
93,324,000567,,广发聚祥灵活,广发基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-21,
94,327,000572,000572,中银多策略混合A,中银基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-31,
95,328,000573,,天弘通利混合,天弘基金管理有限公司,中国邮政储蓄银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-03-14,
96,329,000574,000574,宝盈新价值A,宝盈基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-10,
97,332,000577,,安信价值精选,安信基金管理有限责任公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-04-21,
98,336,000584,000584,新华鑫益灵活配置混合C,新华基金管理股份有限公司,平安银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-16,
99,337,000585,000585,嘉实对冲套利A,嘉实基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-16,
100,338,000586,,景顺长城中小创精选股票,景顺长城基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-04-30,
101,339,000587,,大成灵活配置,大成基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-14,
102,341,000589,,光大商机,光大保德信基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-29,
103,343,000591,,中银健康生活,中银基金管理有限公司,中信银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-20,
104,344,000592,,建信改革红利,建信基金管理有限责任公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-05-14,
105,346,000594,,大摩进取优选,摩根士丹利华鑫基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-05-29,
106,347,000595,,嘉实泰和,嘉实基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-04,
107,349,000597,,中海积极收益,中海基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-26,
108,350,000598,,长盛生态,长盛基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-10,
109,353,000601,,华宝创新优选混合,华宝基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-05-14,
110,355,000603,,易方达创新驱动,易方达基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2015-02-13,
111,358,000609,,华商新量化,华商基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-05,
112,361,000612,,华宝生态中国混合,华宝基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-13,
113,367,000619,,东方红产业,上海东方证券资产管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-06,
114,370,000628,000628,大成高新技术产业股票A,大成基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2015-02-03,
115,373,000634,,富国天盛,富国基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-04-30,
116,381,000646,000646,华润元大量化优选A,华润元大基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-08-18,
117,383,000649,,长城久鑫,长城基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-07-30,
118,384,000652,000652,博时裕隆A,博时基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-03,
119,385,000654,,华商新锐,华商基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-07-24,
120,389,000663,,国投美丽中国,国投瑞银基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-24,
121,390,000664,000664,国联安通盈A,国联安基金管理有限公司,海通证券股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-13,
122,392,000667,000667,工银绝对收益A,工银瑞信基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-06-26,
123,397,000679,000679,招商丰利A,招商基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-08-12,
124,399,000684,,长盛养老健康,长盛基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-25,
125,403,000688,,景顺研究精选,景顺长城基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-08-12,
126,404,000689,000689,前海开源新经济混合A,前海开源基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-08-20,
127,405,000690,,前海大海洋,前海开源基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-07-31,
128,410,000696,,汇添富环保,汇添富基金管理股份有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-09-16,
129,411,000697,000697,汇添富移动互联股票,汇添富基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-08-26,
130,412,000698,,宝盈科技30,宝盈基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-08-13,
131,418,000706,,中邮多策略,中邮创业基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-07-24,
132,419,000708,,华安安享混合,华安基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2015-01-23,
133,422,000711,,嘉实医疗保健,嘉实基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-08-13,
134,424,000714,000714,诺安回报A,诺安基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-15,
135,428,000727,000727,融通健康产业灵活配置混合A,融通基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-25,
136,430,000729,000729,建信中小盘A,建信基金管理有限责任公司,招商证券股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-08-20,
137,436,000739,000739,平安新鑫A,平安基金管理有限公司,平安银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2015-01-29,
138,438,000742,000742,国泰新经济灵活配置混合,国泰基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-16,
139,439,000743,,红塔盛世,红塔红土基金管理有限公司,平安银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-18,
140,441,000746,,招商行业,招商基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-09-03,
141,442,000747,000747,广发逆向策略混合A,广发基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-04,
142,446,000751,,嘉实新兴,嘉实基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-09-17,
143,449,000755,000755,富安达新兴A,富安达基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-11,
144,450,000756,000756,建信潜力新蓝筹股票,建信基金管理有限责任公司,交通银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-09-10,
145,451,000757,,华富智慧,华富基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-10-31,
146,454,000761,,国富健康,国海富兰克林基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-09-23,
147,455,000762,000762,汇添富绝对收益定开混合A,汇添富基金管理股份有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2017-03-15,
148,456,000763,,工银新财富,工银瑞信基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-19,
149,458,000767,,华富国泰民安,华富基金管理有限公司,上海浦东发展银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2015-02-04,
150,460,000772,,景顺中国回报,景顺长城基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-06,
151,462,000778,,鹏华先进制造,鹏华基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-11-04,
152,463,000780,,鹏华医疗,鹏华基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-09-23,
153,467,000788,,前海中国成长,前海开源基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-29,
154,471,000793,,工银高端制造,工银瑞信基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-10-22,
155,472,000794,000794,宝盈睿丰A,宝盈基金管理有限公司,广发证券股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-26,
156,476,000800,,华商未来,华商基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-10-14,
157,478,000803,,工银研究精选,工银瑞信基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-10-23,
158,480,000805,,中银新经济,中银基金管理有限公司,招商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-09-30,
159,488,000822,,东海美丽中国,东海基金管理有限责任公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-14,
160,489,000823,,银华高端制造,银华基金管理股份有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-13,
161,490,000824,000824,圆信双红利A,圆信永丰基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-19,
162,492,000828,000828,泰达转型A,泰达宏利基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-11-18,
163,494,000831,,工银医疗保健,工银瑞信基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-11-18,
164,501,000841,000841,富国新回报A,富国基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-26,
165,502,000844,,南方绝对收益,南方基金管理股份有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-01,
166,503,000845,,国投信息消费,国投瑞银基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-03,
167,506,000849,000849,汇丰双核策略A,汇丰晋信基金管理有限公司,交通银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-11-26,
168,507,000854,,鹏华养老产业,鹏华基金管理有限公司,中国工商银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-12-02,
169,513,000866,,华宝制造股票,华宝基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-12-10,
170,514,000867,,华宝品质生活,华宝基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2015-01-21,
171,516,000870,,嘉实新收益,嘉实基金管理有限公司,中国银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-10,
172,520,000877,,华泰量化优选,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-17,
173,521,000878,000878,中海医药健康A,中海基金管理有限公司,上海浦东发展银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-17,
174,524,000884,,民生优选股票,民生加银基金管理有限公司,平安银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-12-19,
175,529,000892,000892,九泰天宝A,九泰基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2015-07-23,
176,530,000893,,工银创新动力,工银瑞信基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-12-11,
177,538,000904,,银华回报,银华基金管理股份有限公司,宁波银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-12,
178,544,000913,,农银医疗保健,农银汇理基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2015-02-10,
179,546,000916,,前海股息率,前海开源基金管理有限公司,中国农业银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2015-01-13,
180,549,000924,000924,宝盈先进A,宝盈基金管理有限公司,中国建设银行股份有限公司,401001,开放式基金,402004,混合型,005005,偏股混合型,2014-12-17,
181,550,000925,000925,汇添富外延A,汇添富基金管理股份有限公司,中国工商银行股份有限公司,401001,开放式基金,402001,股票型,005001,普通股票型,2014-12-08,
